block_number,experimental_condition,condition_item,task_type,task_id,MCQ_response_unprocessed,reaction_time_MCQ,score_TEST,reaction_time_TEST,BI_score,BI_score_TaskType,BI_score_TaskID,BI_score_ParticipantID,BI_score_TaskType_ParticipantID,affinity_score,age,gender,education_level (third grade),social_media_hours (daily),verbal_intelligence,participant_identification
2,DFU,DFU6,RAT,R3,correct,51.2211111,0.069033328,19.0502968,-0.137377844,-0.874318099,-0.876447258,0.079029362,-0.962931548,3,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,00fcc642-3bd9-4bfe-9967-92761f9c7613
2,DFU,DFU4,RAT,R2,correct,58.0285973,0.056516504,14.5889547,-0.059342579,-0.23775367,-0.25307278,0.150658486,-0.645479542,5,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,00fcc642-3bd9-4bfe-9967-92761f9c7613
2,DFU,DFU5,Insight,I9,correct,43.7601842,0.75,49.4952154,0.368721055,0.462657703,1.017259822,0.783633094,0.846588833,3,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,00fcc642-3bd9-4bfe-9967-92761f9c7613
2,DFU,DFU7,RAT,R7,correct,31.2362699,0.051432783,16.4539905,-0.109956098,-0.52936697,-0.441333729,0.100041722,-1.160847527,5,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,00fcc642-3bd9-4bfe-9967-92761f9c7613
3,F,F11,RAT,R5,correct,37.6530067,0.094512992,19.1680848,-0.095578552,-0.828956591,-0.924625963,0.127534271,-0.038461889,7,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,00fcc642-3bd9-4bfe-9967-92761f9c7613
3,F,F8,RAT,R6,incorrect,67.9449603,0.083737016,15.0839265,-0.022950309,-0.244523049,-0.164465371,0.194475396,0.27747115,5,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,00fcc642-3bd9-4bfe-9967-92761f9c7613
3,F,F10,Insight,I10,correct,61.0417277,0,120.0157251,-2.517816942,-2.208135891,-1.180103814,-2.247997867,-1.968241319,3,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,00fcc642-3bd9-4bfe-9967-92761f9c7613
3,F,F3,Insight,I11,correct,63.3804236,0.75,59.0762761,0.154255125,0.268334857,0.128102611,0.575938283,0.629036961,6,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,00fcc642-3bd9-4bfe-9967-92761f9c7613
4,DFU,DFU3,Insight,I3,correct,38.6740984,1,28.7025104,1.270146284,1.297874282,0.221266155,1.735340774,1.723237259,4,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,00fcc642-3bd9-4bfe-9967-92761f9c7613
4,DFU,DFU1,RAT,R10,correct,26.5076874,0.07780071,18.1868805,-0.102760725,-0.723461129,-0.350881578,0.115315003,-0.48643456,7,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,00fcc642-3bd9-4bfe-9967-92761f9c7613
4,DFU,DFU12,Insight,I7,correct,61.8273562,1,98.835563,-0.299737347,-0.124562622,-0.607183218,0.215021511,0.130764634,7,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,00fcc642-3bd9-4bfe-9967-92761f9c7613
4,DFU,DFU10,RAT,R1,correct,55.8105138,0.087991008,13.4213706,0.0216838,0.014744161,0.074748727,0.239040193,0.726582914,5,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,00fcc642-3bd9-4bfe-9967-92761f9c7613
5,F,F7,RAT,R12,incorrect,74.2261723,0.095523266,18.5346307,-0.079637193,-0.731681876,-0.515883485,0.143290534,0.110008284,3,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,00fcc642-3bd9-4bfe-9967-92761f9c7613
5,F,F5,Insight,I12,correct,30.7738726,0,26.8625383,-0.432642296,-0.318805173,-0.48822872,-0.228656358,0.146936823,5,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,00fcc642-3bd9-4bfe-9967-92761f9c7613
5,F,F12,Insight,I6,correct,54.3503603,0,38.8027522,-0.699916365,-0.560976307,-1.634199144,-0.48749205,-0.124183042,7,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,00fcc642-3bd9-4bfe-9967-92761f9c7613
5,F,F4,RAT,R8,correct,43.6352309,0.118652533,6.282697,0.234951392,1.158626241,1.157324074,0.45523193,3.114768404,7,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,00fcc642-3bd9-4bfe-9967-92761f9c7613
6,DFU,DFU11,RAT,R9,correct,60.7869427,0.063793271,9.956583,0.057040607,0.473329335,0.125634201,0.265659178,0.43613825,7,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,00fcc642-3bd9-4bfe-9967-92761f9c7613
6,DFU,DFU2,Insight,I5,correct,43.5547941,0,54.6018604,-1.053569321,-0.881413444,-0.569272075,-0.829979474,-0.482924696,6,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,00fcc642-3bd9-4bfe-9967-92761f9c7613
6,DFU,DFU8,Insight,I4,correct,37.6085925,0.5,65.8062614,-0.432385097,-0.281661976,-0.621931157,-0.070922782,0.071702972,5,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,00fcc642-3bd9-4bfe-9967-92761f9c7613
6,DFU,DFU9,Insight,I1,correct,43.5973275,1,46.61924,0.869091725,0.934487599,0.533897607,1.346948309,1.316411941,4,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,00fcc642-3bd9-4bfe-9967-92761f9c7613
1,F,F2,Insight,I5,incorrect,49.4065324,0,46.7339429,-0.877451008,-0.721836528,-0.390840599,-0.88901276,-0.88209266,6,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Hoog,76827569-4bb5-4f70-9615-06ee9b95f38f
1,F,F4,RAT,R8,incorrect,56.5802229,0,0.0178604,0.168258689,1.802665187,1.554557993,0.098256807,0.943891713,5,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Hoog,76827569-4bb5-4f70-9615-06ee9b95f38f
1,F,F6,RAT,R6,correct,53.8620172,0.095543106,19.1953888,-0.094393241,-0.830495403,-0.755786567,-0.159954221,-0.986652963,4,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Hoog,76827569-4bb5-4f70-9615-06ee9b95f38f
1,F,F12,Insight,I6,correct,40.1347851,0,27.7682349,-0.452915737,-0.33717449,-1.274933313,-0.488202904,-0.452694397,3,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Hoog,76827569-4bb5-4f70-9615-06ee9b95f38f
2,DFU,DFU2,Insight,I11,correct,20.9168167,1,67.8380552,0.394122086,0.504128094,0.369524041,0.204346452,0.29822644,5,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Hoog,76827569-4bb5-4f70-9615-06ee9b95f38f
2,DFU,DFU9,Insight,I9,correct,24.7220121,1,81.207363,0.094858662,0.232972111,0.768789578,-0.078192452,-0.004465004,5,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Hoog,76827569-4bb5-4f70-9615-06ee9b95f38f
2,DFU,DFU11,RAT,R7,correct,33.1000531,0.044975832,11.7866988,-0.016742514,0.152991438,0.211813718,-0.081224706,-0.277812478,4,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Hoog,76827569-4bb5-4f70-9615-06ee9b95f38f
2,DFU,DFU3,RAT,R12,correct,26.3715741,0.060391755,9.9670626,0.050873868,0.463352936,0.846414373,-0.019038942,-0.028362183,5,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Hoog,76827569-4bb5-4f70-9615-06ee9b95f38f
3,DFU,DFU6,RAT,R11,correct,32.6398047,0.13951674,16.4842982,0.042981718,-0.316160798,0.586324064,-0.034968375,-0.558132042,3,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Hoog,76827569-4bb5-4f70-9615-06ee9b95f38f
3,DFU,DFU12,Insight,I10,incorrect,47.8091943,0.75,85.6631506,-0.440875096,-0.270899498,2.273305478,-0.557198589,-0.519880595,4,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Hoog,76827569-4bb5-4f70-9615-06ee9b95f38f
3,DFU,DFU7,RAT,R3,correct,27.8351226,0,0.0161057,0.168297967,1.802927725,2.154378034,0.09829389,0.944092018,6,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Hoog,76827569-4bb5-4f70-9615-06ee9b95f38f
3,DFU,DFU1,RAT,R1,correct,21.6172843,0.056149978,18.8193761,-0.154677075,-0.871615004,-0.770353174,-0.212648032,-1.050369721,3,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Hoog,76827569-4bb5-4f70-9615-06ee9b95f38f
4,F,F3,Insight,I3,incorrect,34.1520596,1,8.8496725,1.714539393,1.700529068,0.816502448,1.450971424,1.633768939,4,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Hoog,76827569-4bb5-4f70-9615-06ee9b95f38f
4,F,F10,RAT,R10,correct,47.8967838,0.090352923,15.3820993,-0.01808674,-0.272781321,0.309445993,-0.08735602,-0.56540188,4,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Hoog,76827569-4bb5-4f70-9615-06ee9b95f38f
4,F,F5,Insight,I8,correct,32.1436345,1,120.0051323,-0.773604647,-0.553923323,0.055569856,-0.898121154,-0.882876437,4,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Hoog,76827569-4bb5-4f70-9615-06ee9b95f38f
4,F,F8,RAT,R9,incorrect,30.3750385,0.073536061,10.6708527,0.058043319,0.390544237,0.034010416,-0.013678589,-0.073119882,4,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Hoog,76827569-4bb5-4f70-9615-06ee9b95f38f
5,DFU,DFU4,RAT,R4,correct,33.6476507,0.057492459,16.0348469,-0.090005912,-0.451675409,-0.736281849,-0.151734906,-0.72887109,2,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Hoog,76827569-4bb5-4f70-9615-06ee9b95f38f
5,DFU,DFU8,Insight,I4,correct,23.0345873,1,66.1881087,0.431055086,0.537592269,0.103166851,0.239215428,0.335582502,3,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Hoog,76827569-4bb5-4f70-9615-06ee9b95f38f
5,DFU,DFU10,Insight,I2,incorrect,26.6619636,1,83.6715819,0.039698694,0.182992882,0.652933585,-0.13026977,-0.060256822,4,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Hoog,76827569-4bb5-4f70-9615-06ee9b95f38f
5,DFU,DFU5,Insight,I7,correct,31.0107134,0,86.2811745,-1.762690553,-1.523932539,-2.019508459,-1.724780148,-1.777472498,7,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Hoog,76827569-4bb5-4f70-9615-06ee9b95f38f
6,F,F9,Insight,I12,incorrect,25.5917401,1,26.4608912,1.3203235,1.343338749,0.960620669,1.078786529,1.235037359,5,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Hoog,76827569-4bb5-4f70-9615-06ee9b95f38f
6,F,F7,RAT,R2,incorrect,40.7293111,0.095504227,13.997477,0.021890893,-0.052880386,-0.034355983,-0.05016453,-0.393397109,4,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Hoog,76827569-4bb5-4f70-9615-06ee9b95f38f
6,F,F1,Insight,I1,incorrect,40.6235584,1,33.4356616,1.164197715,1.201876622,0.894073893,0.93138593,1.077123175,4,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Hoog,76827569-4bb5-4f70-9615-06ee9b95f38f
6,F,F11,RAT,R5,correct,34.706515,1,7.6989719,1.740297091,3.125386887,2.742275,1.475289638,2.774135616,5,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Hoog,76827569-4bb5-4f70-9615-06ee9b95f38f
1,DFU,DFU12,Insight,I8,incorrect,86.1235457,0,107.180487,-2.230508327,-1.947811897,-1.085496313,-2.138407976,-1.856302337,6,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,57dc748d-dd0c-43c7-90a2-eb7045c99cff
1,DFU,DFU8,RAT,R10,incorrect,45.3686996,0.064024425,20.0052554,-0.167489386,-1.029580777,-0.871985043,-0.029102939,-1.556942311,7,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,57dc748d-dd0c-43c7-90a2-eb7045c99cff
1,DFU,DFU2,RAT,R11,correct,25.4425791,0.047286361,13.7958576,-0.057686747,-0.141907176,-0.336675202,0.080632618,-0.337192675,3,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,57dc748d-dd0c-43c7-90a2-eb7045c99cff
1,DFU,DFU5,RAT,R9,correct,30.7101473,0.108742036,13.0887556,0.065318453,0.115805886,-0.271941771,0.213637869,-0.021338579,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,57dc748d-dd0c-43c7-90a2-eb7045c99cff
2,DFU,DFU1,RAT,R8,correct,22.5027276,0.12926854,11.1683423,0.144103392,0.453878843,0.507821346,0.296461758,0.427682488,1,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,57dc748d-dd0c-43c7-90a2-eb7045c99cff
2,DFU,DFU3,RAT,R4,correct,24.8455482,0.077806528,14.2351379,-0.014293342,-0.132187352,-0.42973477,0.128664259,-0.341554811,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,57dc748d-dd0c-43c7-90a2-eb7045c99cff
2,DFU,DFU6,RAT,R2,correct,27.5900669,0.095504227,8.5026946,0.144888091,0.769248494,0.900431275,0.293019663,0.877083797,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,57dc748d-dd0c-43c7-90a2-eb7045c99cff
2,DFU,DFU7,Insight,I3,correct,21.3306467,1,23.1707768,1.393970611,1.410068771,0.387120962,1.678876482,1.947024023,1,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,57dc748d-dd0c-43c7-90a2-eb7045c99cff
3,F,F7,RAT,R7,correct,56.4935758,0.061467159,9.2693377,0.068367473,0.570404842,0.613510368,0.210804927,0.625658877,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,57dc748d-dd0c-43c7-90a2-eb7045c99cff
3,F,F1,Insight,I10,correct,52.9835452,0,78.330743,-1.584725217,-1.362682076,-0.199559421,-1.48065354,-1.121671594,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,57dc748d-dd0c-43c7-90a2-eb7045c99cff
3,F,F6,Insight,I9,correct,23.3713517,0.75,60.9085189,0.113241539,0.231173353,0.690950191,0.34300164,0.570043883,1,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,57dc748d-dd0c-43c7-90a2-eb7045c99cff
3,F,F4,Insight,I12,correct,21.71534,0,59.3432561,-1.159702438,-0.977578319,-1.417548532,-1.047751823,-0.63817366,1,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,57dc748d-dd0c-43c7-90a2-eb7045c99cff
4,F,F11,RAT,R12,correct,34.5684181,0.127929334,17.2845176,0.004861169,-0.464533265,-0.189616915,0.15447008,-0.823538466,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,57dc748d-dd0c-43c7-90a2-eb7045c99cff
4,F,F12,RAT,R5,correct,22.8274476,0.08996278,14.0480387,0.011094956,-0.074143708,-0.121379447,0.156050218,-0.269443847,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,57dc748d-dd0c-43c7-90a2-eb7045c99cff
4,F,F10,RAT,R1,correct,21.4386184,0.064000185,10.0712245,0.054835283,0.456688169,0.419655328,0.197340071,0.469176786,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,57dc748d-dd0c-43c7-90a2-eb7045c99cff
4,F,F3,RAT,R6,correct,28.3605138,0.108354907,18.4842768,-0.05613199,-0.692428511,-0.618773458,0.089887386,-1.12291297,1,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,57dc748d-dd0c-43c7-90a2-eb7045c99cff
5,F,F9,Insight,I4,correct,21.0433518,0,92.5015599,-1.901929911,-1.650094247,-1.908548521,-1.803738476,-1.482517699,1,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,57dc748d-dd0c-43c7-90a2-eb7045c99cff
5,F,F5,RAT,R3,correct,20.2149698,1,15.0224483,1.576365745,2.029648966,1.383986058,1.8646528,2.073321712,7,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,57dc748d-dd0c-43c7-90a2-eb7045c99cff
5,F,F8,Insight,I7,correct,32.4306531,0.25,75.2872368,-1.080604477,-0.887454324,-1.296687938,-0.935783552,-0.628146514,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,57dc748d-dd0c-43c7-90a2-eb7045c99cff
5,F,F2,Insight,I11,correct,23.238213,0.75,28.8865619,0.830032613,0.880641922,0.822749665,1.073080363,1.385451953,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,57dc748d-dd0c-43c7-90a2-eb7045c99cff
6,DFU,DFU11,Insight,I1,correct,24.2811847,1,86.2216082,-0.017382017,0.131273309,-0.548041868,0.24136064,0.341495767,5,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,57dc748d-dd0c-43c7-90a2-eb7045c99cff
6,DFU,DFU9,Insight,I2,correct,21.6634745,0,59.2457864,-1.157520641,-0.975601441,-0.638231729,-1.04552958,-0.635691688,5,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,57dc748d-dd0c-43c7-90a2-eb7045c99cff
6,DFU,DFU4,Insight,I5,correct,71.4062886,0.25,56.0370716,-0.649701813,-0.497022932,0.025704123,-0.496892949,-0.137959732,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,57dc748d-dd0c-43c7-90a2-eb7045c99cff
6,DFU,DFU10,Insight,I6,correct,28.2770133,1,11.0193783,1.665971913,1.656523146,1.287259995,1.955920059,2.256447598,2,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,57dc748d-dd0c-43c7-90a2-eb7045c99cff
1,F,F5,Insight,I11,correct,47.5570308,0,44.098245,-0.818452593,-0.668379366,-0.856335952,-0.797366936,-0.534304273,7,18,Vrouw,ASO/doorstroomfinaliteit,8.5,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
1,F,F7,Insight,I7,incorrect,45.0070778,0.75,74.8052236,-0.197827328,-0.050679281,-0.413689098,-0.192614279,-0.182498063,4,18,Vrouw,ASO/doorstroomfinaliteit,8.5,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
1,F,F2,Insight,I5,correct,60.0251996,0.75,99.1649543,-0.743104356,-0.54474276,0.302683285,-0.798536881,-0.899509336,4,18,Vrouw,ASO/doorstroomfinaliteit,8.5,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
1,F,F4,RAT,R3,correct,44.1822267,0,20.0035944,-0.279109214,-1.187598649,-1.152364912,-0.198037922,-2.421882282,3,18,Vrouw,ASO/doorstroomfinaliteit,8.5,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
2,DFU,DFU4,RAT,R7,correct,31.9944618,0,20.0102616,-0.279258455,-1.188596195,-1.078414211,-0.198203761,-2.423023565,3,18,Vrouw,ASO/doorstroomfinaliteit,8.5,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
2,DFU,DFU12,RAT,R10,correct,35.1238617,0.081495244,11.2920631,0.058018539,0.317273643,0.824339652,0.167360008,0.391516703,4,18,Vrouw,ASO/doorstroomfinaliteit,8.5,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
2,DFU,DFU10,Insight,I4,incorrect,28.7158946,1,61.1679626,0.543427853,0.639410753,0.207273437,0.602783654,0.637453038,6,18,Vrouw,ASO/doorstroomfinaliteit,8.5,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
2,DFU,DFU1,Insight,I8,correct,23.7670527,1,99.372377,-0.311753585,-0.135450271,0.804741321,-0.34751085,-0.487066611,5,18,Vrouw,ASO/doorstroomfinaliteit,8.5,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
3,F,F3,RAT,R12,incorrect,30.6041676,0.073089999,12.1561039,0.024018998,0.167218427,0.510985993,0.130530503,0.107245499,5,18,Vrouw,ASO/doorstroomfinaliteit,8.5,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
3,F,F1,Insight,I3,correct,28.1219714,1,7.0555276,1.754700181,1.736917872,0.870295269,1.948773388,2.23021391,4,18,Vrouw,ASO/doorstroomfinaliteit,8.5,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
3,F,F10,RAT,R5,correct,20.2311056,0.165472671,11.2348131,0.205754592,0.533428976,0.479074063,0.322021163,1.763757766,4,18,Vrouw,ASO/doorstroomfinaliteit,8.5,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
3,F,F11,RAT,R9,correct,18.8325441,0.081646628,13.5990551,0.006642005,-0.027524089,-0.401788222,0.110252252,-0.000935145,6,18,Vrouw,ASO/doorstroomfinaliteit,8.5,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
4,F,F8,RAT,R11,correct,22.0117925,0.066194783,8.2703073,0.09897499,0.731566226,0.726185082,0.214603605,0.66054383,3,18,Vrouw,ASO/doorstroomfinaliteit,8.5,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
4,F,F9,Insight,I12,correct,18.6976331,0,43.2794867,-0.800125211,-0.65177333,-0.957941104,-0.777001187,-0.510204707,2,18,Vrouw,ASO/doorstroomfinaliteit,8.5,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
4,F,F6,Insight,I10,correct,12.3625878,0,50.1357054,-0.953597291,-0.790830995,0.46366471,-0.947542395,-0.712012607,5,18,Vrouw,ASO/doorstroomfinaliteit,8.5,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
4,F,F12,RAT,R1,correct,9.4948522,0.09389537,11.0050275,0.086069159,0.390872612,0.418778199,0.197126744,0.641829444,3,18,Vrouw,ASO/doorstroomfinaliteit,8.5,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
5,DFU,DFU5,RAT,R8,correct,21.6524212,0.052409646,16.2171171,-0.102950214,-0.491511217,-0.527613381,-0.008219221,-0.923429358,1,18,Vrouw,ASO/doorstroomfinaliteit,8.5,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
5,DFU,DFU3,RAT,R6,correct,26.7873589,0.118036051,9.2859177,0.166651084,0.707760689,0.78857372,0.283938297,1.32776033,2,18,Vrouw,ASO/doorstroomfinaliteit,8.5,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
5,DFU,DFU8,RAT,R4,incorrect,25.849146,0.084347738,13.6877843,0.009366527,-0.034122684,-0.335842323,0.112974036,0.027698835,4,18,Vrouw,ASO/doorstroomfinaliteit,8.5,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
5,DFU,DFU11,Insight,I6,incorrect,29.4484446,1,53.1162217,0.723660935,0.80271597,-0.083344359,0.803062214,0.87445028,5,18,Vrouw,ASO/doorstroomfinaliteit,8.5,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
6,DFU,DFU9,Insight,I2,correct,19.6441025,0.75,46.8795365,0.427271358,0.51570884,1.000260482,0.502007727,0.63947459,7,18,Vrouw,ASO/doorstroomfinaliteit,8.5,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
6,DFU,DFU2,Insight,I9,correct,23.2693425,0.5,60.5612116,-0.314978004,-0.175282,0.042690627,-0.294494959,-0.181783808,7,18,Vrouw,ASO/doorstroomfinaliteit,8.5,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
6,DFU,DFU7,Insight,I1,correct,22.9244148,0,55.6462793,-1.076947972,-0.902596323,-1.937998564,-1.084612107,-0.874212414,1,18,Vrouw,ASO/doorstroomfinaliteit,8.5,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
6,DFU,DFU6,RAT,R2,correct,8.7401888,0.0535609,5.9724459,0.128377973,1.044141489,1.203838561,0.248706908,0.848917942,5,18,Vrouw,ASO/doorstroomfinaliteit,8.5,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
1,DFU,DFU5,RAT,R7,incorrect,80.3071071,0.098568878,20.005159,-0.107242559,-0.944173538,-0.833833298,-0.298822235,-1.354373839,4,19,Vrouw,ASO/doorstroomfinaliteit,6.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
1,DFU,DFU12,RAT,R12,correct,83.2053428,0.053582935,13.8222443,-0.047296327,-0.130290216,0.156589458,-0.222813901,-0.351500064,4,19,Vrouw,ASO/doorstroomfinaliteit,6.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
1,DFU,DFU6,Insight,I11,correct,71.8738108,1,16.4973026,1.543352073,1.545420016,1.550843689,1.280257667,1.125173256,3,19,Vrouw,ASO/doorstroomfinaliteit,6.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
1,DFU,DFU4,RAT,R6,incorrect,38.0277636,0.100220086,18.2650156,-0.065410894,-0.679731694,-0.604791501,-0.253714884,-1.017207336,7,19,Vrouw,ASO/doorstroomfinaliteit,6.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
2,F,F2,Insight,I10,correct,28.3089444,0,120.0120909,-2.517735593,-2.208062182,-1.180018328,-2.897251145,-2.850361161,4,19,Vrouw,ASO/doorstroomfinaliteit,6.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
2,F,F10,RAT,R4,correct,46.1875369,0.094033434,13.265796,0.035704079,0.052957909,-0.255002139,-0.142238527,-0.090507298,5,19,Vrouw,ASO/doorstroomfinaliteit,6.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
2,F,F7,Insight,I4,correct,37.8720543,1,23.8567306,1.378615973,1.396156273,0.981024817,1.101060594,0.971193105,2,19,Vrouw,ASO/doorstroomfinaliteit,6.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
2,F,F8,RAT,R11,incorrect,30.9520112,0.088532983,9.5332103,0.109662978,0.597830123,0.861784015,-0.060466815,0.598016787,1,19,Vrouw,ASO/doorstroomfinaliteit,6.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
3,F,F5,Insight,I5,incorrect,23.6856401,0,37.6376508,-0.673836314,-0.537345749,-0.184551599,-0.891489477,-1.126853748,5,19,Vrouw,ASO/doorstroomfinaliteit,6.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
3,F,F4,RAT,R1,incorrect,30.5854399,0.08132625,10.3523876,0.078757854,0.457450064,0.453561295,-0.09235474,0.414626012,2,19,Vrouw,ASO/doorstroomfinaliteit,6.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
3,F,F3,Insight,I1,incorrect,32.3575033,1,23.3187141,1.390659129,1.40706831,1.170469607,1.11416093,0.982449939,1,19,Vrouw,ASO/doorstroomfinaliteit,6.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
